n: 20	p: 2
FO:	45954.152344
HUBS:	[6, 16]
OR	H1	H2	DS	CUSTO
16	9	9	5	31482.748047
16	9	9	6	29729.958984
16	9	9	7	35610.789063
16	9	9	8	33620.121094
16	9	9	9	22528.132813
16	9	9	10	27957.669922
16	9	9	11	36898.304688
16	9	9	12	33333.007813
16	9	9	13	31944.347656
16	9	9	14	30666.460938
16	9	9	15	35953.761719
16	9	9	16	45056.265625
16	9	9	17	36913.042969
16	9	9	18	34246.281250
16	9	9	19	35359.878906
17	9	9	0	39771.972656
17	9	1	1	32619.988281
17	9	9	2	31050.150391
17	9	9	3	42424.070313
17	9	9	4	26974.355469
17	9	9	5	23339.525391
17	9	9	6	21586.736328
17	9	9	7	27467.568359
17	9	9	8	25476.898438
17	9	9	9	14384.910156
17	9	9	10	19814.447266
17	9	9	11	28755.082031
17	9	9	12	25189.783203
17	9	9	13	23801.125000
17	9	9	14	22523.238281
17	9	9	15	27810.539063
17	9	9	16	36913.042969
17	9	9	17	28769.820313
17	9	9	18	26103.058594
17	9	9	19	27216.656250
18	9	9	0	37105.210938
18	9	1	1	29953.226563
18	9	9	2	28383.388672
18	9	9	3	39757.308594
18	9	9	4	24307.593750
18	9	9	5	20672.763672
18	9	9	6	18919.974609
18	9	9	7	24800.806641
18	9	9	8	22810.136719
18	9	9	9	11718.148438
18	9	9	10	17147.685547
18	9	9	11	26088.320313
18	9	9	12	22523.021484
18	9	9	13	21134.363281
18	9	9	14	19856.476563
18	9	9	15	25143.777344
18	9	9	16	34246.281250
18	9	9	17	26103.058594
18	9	9	18	23436.296875
18	9	9	19	24549.894531
19	9	9	0	38218.808594
19	9	1	1	31066.824219
19	9	9	2	29496.984375
19	9	9	3	40870.906250
19	9	9	4	25421.191406
19	9	9	5	21786.359375
19	9	9	6	20033.570313
19	9	9	7	25914.402344
19	9	9	8	23923.734375
19	9	9	9	12831.745117
19	9	9	10	18261.281250
19	9	9	11	27201.916016
19	9	9	12	23636.617188
19	9	9	13	22247.960938
19	9	9	14	20970.074219
19	9	9	15	26257.373047
19	9	9	16	35359.878906
19	9	9	17	27216.656250
19	9	9	18	24549.894531
19	9	9	19	25663.490234
n: 20	p: 3
FO:	43496.855469
HUBS:	[5, 3, 16]
OR	H1	H2	DS	CUSTO
0	5	5	0	35012.847656
0	5	5	1	32895.109375
0	5	5	2	26568.441406
0	5	3	3	36558.078125
0	5	5	4	27534.861328
0	5	5	5	17506.423828
0	5	5	6	23206.753906
0	5	5	7	32877.683594
0	5	5	8	30152.703125
0	5	5	9	26461.039063
0	5	5	10	29929.093750
0	5	5	11	36969.437500
0	5	5	12	33562.390625
0	5	5	13	35324.804688
0	5	5	14	34584.757813
0	5	5	15	37961.218750
0	16	16	16	32953.050781
0	5	5	17	39453.726563
0	5	5	18	38044.187500
0	5	5	19	39254.851563
1	5	5	0	32895.109375
1	5	5	1	30777.373047
1	5	5	2	24450.703125
1	3	3	3	26434.767578
1	5	5	4	25417.125000
1	5	5	5	15388.686523
1	5	5	6	21089.017578
1	5	5	7	30759.945313
1	5	5	8	28034.964844
1	5	5	9	24343.300781
1	5	5	10	27811.355469
1	5	5	11	34851.699219
1	5	5	12	31444.652344
1	5	5	13	33207.066406
1	5	5	14	32467.023438
1	5	5	15	35843.480469
1	5	16	16	35572.878906
1	5	5	17	37335.988281
1	5	5	18	35926.449219
1	5	5	19	37137.113281
2	5	5	0	26568.441406
2	5	5	1	24450.703125
2	5	5	2	18124.033203
2	3	3	3	19050.708984
2	5	5	4	19090.453125
2	5	5	5	9062.016602
2	5	5	6	14762.347656
2	5	5	7	24433.277344
2	5	5	8	21708.296875
2	5	5	9	18016.632813
2	5	5	10	21484.687500
2	5	5	11	28525.027344
2	5	5	12	25117.982422
2	5	5	13	26880.394531
2	5	5	14	26140.351563
2	5	5	15	29516.812500
2	5	16	16	29246.208984
2	5	5	17	31009.320313
2	5	5	18	29599.781250
2	5	5	19	30810.445313
3	3	5	0	36558.078125
3	3	3	1	26434.767578
3	3	3	2	19050.708984
3	3	3	3	0.000000
3	3	5	4	29080.091797
3	3	5	5	19051.654297
3	3	3	6	21685.625000
3	3	3	7	16710.349609
3	3	5	8	31697.933594
3	3	5	9	28006.269531
3	3	3	10	25187.410156
3	3	3	11	21074.068359
3	3	5	12	35107.621094
3	3	3	13	36106.960938
3	3	3	14	32963.242188
3	3	3	15	25973.289063
3	3	16	16	37868.148438
3	3	5	17	40998.957031
3	3	3	18	36607.847656
3	3	3	19	34468.824219
4	5	5	0	27534.861328
4	5	5	1	25417.125000
4	5	5	2	19090.453125
4	5	3	3	29080.091797
4	5	5	4	20056.875000
4	5	5	5	10028.437500
4	5	5	6	15728.768555
4	5	5	7	25399.697266
4	5	5	8	22674.716797
4	5	5	9	18983.052734
4	5	5	10	22451.107422
4	5	5	11	29491.449219
4	5	5	12	26084.402344
4	5	5	13	27846.816406
4	5	5	14	27106.773438
4	5	5	15	30483.232422
4	16	16	16	19019.167969
4	16	16	17	31226.814453
4	5	5	18	30566.201172
4	5	5	19	31776.865234
5	5	5	0	17506.423828
5	5	5	1	15388.686523
5	5	5	2	9062.016602
5	5	3	3	19051.654297
5	5	5	4	10028.437500
5	5	5	5	0.000000
5	5	5	6	5700.331055
5	5	5	7	15371.259766
5	5	5	8	12646.279297
5	5	5	9	8954.615234
5	5	5	10	12422.669922
5	5	5	11	19463.011719
5	5	5	12	16055.965820
5	5	5	13	17818.378906
5	5	5	14	17078.335938
5	5	5	15	20454.794922
5	5	16	16	20184.191406
5	5	5	17	21947.302734
5	5	5	18	20537.763672
5	5	5	19	21748.427734
6	5	5	0	23206.753906
6	5	5	1	21089.017578
6	5	5	2	14762.347656
6	3	3	3	21685.625000
6	5	5	4	15728.768555
6	5	5	5	5700.331055
6	5	5	6	11400.662109
6	5	5	7	21071.589844
6	5	5	8	18346.609375
6	5	5	9	14654.946289
6	5	5	10	18123.000000
6	5	5	11	25163.343750
6	5	5	12	21756.296875
6	5	5	13	23518.710938
6	5	5	14	22778.667969
6	5	5	15	26155.125000
6	5	16	16	25884.523438
6	5	5	17	27647.632813
6	5	5	18	26238.093750
6	5	5	19	27448.757813
7	5	5	0	32877.683594
7	5	5	1	30759.945313
7	5	5	2	24433.277344
7	3	3	3	16710.349609
7	5	5	4	25399.697266
7	5	5	5	15371.259766
7	5	5	6	21071.589844
7	5	5	7	30742.519531
7	5	5	8	28017.539063
7	5	5	9	24325.875000
7	5	5	10	27793.929688
7	5	5	11	34834.273438
7	5	5	12	31427.226563
7	5	5	13	33189.640625
7	5	5	14	32449.595703
7	5	5	15	35826.054688
7	16	16	16	35284.765625
7	5	5	17	37318.562500
7	5	5	18	35909.023438
7	5	5	19	37119.687500
8	5	5	0	30152.703125
8	5	5	1	28034.964844
8	5	5	2	21708.296875
8	5	3	3	31697.933594
8	5	5	4	22674.716797
8	5	5	5	12646.279297
8	5	5	6	18346.609375
8	5	5	7	28017.539063
8	5	5	8	25292.558594
8	5	5	9	21600.894531
8	5	5	10	25068.949219
8	5	5	11	32109.291016
8	16	16	12	26167.796875
8	5	5	13	30464.658203
8	5	5	14	29724.615234
8	5	5	15	33101.074219
8	16	16	16	14437.865234
8	16	16	17	26645.511719
8	5	5	18	33184.042969
8	5	5	19	34394.707031
9	5	5	0	26461.039063
9	5	5	1	24343.300781
9	5	5	2	18016.632813
9	5	3	3	28006.269531
9	5	5	4	18983.052734
9	5	5	5	8954.615234
9	5	5	6	14654.946289
9	5	5	7	24325.875000
9	5	5	8	21600.894531
9	5	5	9	17909.230469
9	5	5	10	21377.285156
9	5	5	11	28417.626953
9	5	5	12	25010.582031
9	5	5	13	26772.994141
9	5	5	14	26032.951172
9	5	5	15	29409.410156
9	16	16	16	22528.132813
9	5	5	17	30901.917969
9	5	5	18	29492.378906
9	5	5	19	30703.042969
10	5	5	0	29929.093750
10	5	5	1	27811.355469
10	5	5	2	21484.687500
10	3	3	3	25187.410156
10	5	5	4	22451.107422
10	5	5	5	12422.669922
10	5	5	6	18123.000000
10	5	5	7	27793.929688
10	5	5	8	25068.949219
10	5	5	9	21377.285156
10	5	5	10	24845.339844
10	5	5	11	31885.681641
10	5	5	12	28478.636719
10	5	5	13	30241.048828
10	5	5	14	29501.005859
10	5	5	15	32877.464844
10	16	16	16	26522.617188
10	5	5	17	34369.972656
10	5	5	18	32960.433594
10	5	5	19	34171.097656
11	5	5	0	36969.437500
11	5	5	1	34851.699219
11	5	5	2	28525.027344
11	3	3	3	21074.068359
11	5	5	4	29491.449219
11	5	5	5	19463.011719
11	5	5	6	25163.343750
11	5	5	7	34834.273438
11	5	5	8	32109.291016
11	5	5	9	28417.626953
11	5	5	10	31885.681641
11	5	5	11	38926.023438
11	5	5	12	35518.976563
11	5	5	13	37281.390625
11	5	5	14	36541.347656
11	5	5	15	39917.804688
11	16	16	16	34705.156250
11	5	5	17	41410.312500
11	5	5	18	40000.773438
11	5	5	19	41211.437500
12	5	5	0	33562.390625
12	5	5	1	31444.652344
12	5	5	2	25117.982422
12	5	3	3	35107.621094
12	5	5	4	26084.402344
12	5	5	5	16055.965820
12	5	5	6	21756.296875
12	5	5	7	31427.226563
12	16	16	8	26167.796875
12	5	5	9	25010.582031
12	5	5	10	28478.636719
12	5	5	11	35518.976563
12	16	16	12	23459.861328
12	16	16	13	28494.644531
12	16	16	14	32260.968750
12	5	5	15	36510.761719
12	16	16	16	11729.930664
12	16	16	17	23937.578125
12	16	16	18	30630.210938
12	16	16	19	35031.863281
13	5	5	0	35324.804688
13	5	5	1	33207.066406
13	5	5	2	26880.394531
13	3	3	3	36106.960938
13	5	5	4	27846.816406
13	5	5	5	17818.378906
13	5	5	6	23518.710938
13	5	5	7	33189.640625
13	5	5	8	30464.658203
13	5	5	9	26772.994141
13	5	5	10	30241.048828
13	5	5	11	37281.390625
13	16	16	12	28494.644531
13	16	16	13	33529.429688
13	5	5	14	34896.714844
13	5	5	15	38273.171875
13	16	16	16	16764.714844
13	16	16	17	28972.361328
13	16	16	18	35664.996094
13	5	5	19	39566.804688
14	5	5	0	34584.757813
14	5	5	1	32467.023438
14	5	5	2	26140.351563
14	3	3	3	32963.242188
14	5	5	4	27106.773438
14	5	5	5	17078.335938
14	5	5	6	22778.667969
14	5	5	7	32449.595703
14	5	5	8	29724.615234
14	5	5	9	26032.951172
14	5	5	10	29501.005859
14	5	5	11	36541.347656
14	16	16	12	32260.968750
14	5	5	13	34896.714844
14	5	5	14	34156.671875
14	5	5	15	37533.132813
14	16	16	16	20531.037109
14	16	16	17	32738.683594
14	5	5	18	37616.101563
14	5	5	19	38826.765625
15	5	5	0	37961.218750
15	5	5	1	35843.480469
15	5	5	2	29516.812500
15	3	3	3	25973.289063
15	5	5	4	30483.232422
15	5	5	5	20454.794922
15	5	5	6	26155.125000
15	5	5	7	35826.054688
15	5	5	8	33101.074219
15	5	5	9	29409.410156
15	5	5	10	32877.464844
15	5	5	11	39917.804688
15	5	5	12	36510.761719
15	5	5	13	38273.171875
15	5	5	14	37533.132813
15	5	5	15	40909.589844
15	16	16	16	31342.775391
15	5	5	17	42402.097656
15	5	5	18	40992.558594
15	5	5	19	42203.222656
16	16	16	0	32953.050781
16	16	5	1	35572.878906
16	16	5	2	29246.208984
16	16	3	3	37868.148438
16	16	16	4	19019.167969
16	16	5	5	20184.191406
16	16	5	6	25884.523438
16	16	16	7	35284.765625
16	16	16	8	14437.865234
16	16	16	9	22528.132813
16	16	16	10	26522.617188
16	16	16	11	34705.156250
16	16	16	12	11729.930664
16	16	16	13	16764.714844
16	16	16	14	20531.037109
16	16	16	15	31342.775391
16	16	16	16	0.000000
16	16	16	17	12207.646484
16	16	16	18	18900.281250
16	16	16	19	23301.931641
17	5	5	0	39453.726563
17	5	5	1	37335.988281
17	5	5	2	31009.320313
17	5	3	3	40998.957031
17	16	16	4	31226.814453
17	5	5	5	21947.302734
17	5	5	6	27647.632813
17	5	5	7	37318.562500
17	16	16	8	26645.511719
17	5	5	9	30901.917969
17	5	5	10	34369.972656
17	5	5	11	41410.312500
17	16	16	12	23937.578125
17	16	16	13	28972.361328
17	16	16	14	32738.683594
17	5	5	15	42402.097656
17	16	16	16	12207.646484
17	16	16	17	24415.292969
17	16	16	18	31107.927734
17	16	16	19	35509.578125
18	5	5	0	38044.187500
18	5	5	1	35926.449219
18	5	5	2	29599.781250
18	3	3	3	36607.847656
18	5	5	4	30566.201172
18	5	5	5	20537.763672
18	5	5	6	26238.093750
18	5	5	7	35909.023438
18	5	5	8	33184.042969
18	5	5	9	29492.378906
18	5	5	10	32960.433594
18	5	5	11	40000.773438
18	16	16	12	30630.210938
18	16	16	13	35664.996094
18	5	5	14	37616.101563
18	5	5	15	40992.558594
18	16	16	16	18900.281250
18	16	16	17	31107.927734
18	16	16	18	37800.562500
18	16	16	19	42202.210938
19	5	5	0	39254.851563
19	5	5	1	37137.113281
19	5	5	2	30810.445313
19	3	3	3	34468.824219
19	5	5	4	31776.865234
19	5	5	5	21748.427734
19	5	5	6	27448.757813
19	5	5	7	37119.687500
19	5	5	8	34394.707031
19	5	5	9	30703.042969
19	5	5	10	34171.097656
19	5	5	11	41211.437500
19	16	16	12	35031.863281
19	5	5	13	39566.804688
19	5	5	14	38826.765625
19	5	5	15	42203.222656
19	16	16	16	23301.931641
19	16	16	17	35509.578125
19	16	16	18	42202.210938
19	5	5	19	43496.855469
n: 20	p: 5
FO:	37868.148438
HUBS:	[6, 3, 0, 16, 17]
OR	H1	H2	DS	CUSTO
0	0	0	0	0.000000
0	0	0	1	11573.680664
0	0	0	2	18163.412109
0	0	3	3	27613.445313
0	0	0	4	15640.175781
0	0	0	5	17506.423828
0	0	6	6	17232.806641
0	0	6	7	26934.187500
0	0	0	8	20952.585938
0	0	6	9	24434.632813
0	0	6	10	25289.089844
0	0	6	11	31113.931641
0	0	0	12	26751.919922
0	0	17	13	31267.707031
0	0	6	14	31876.361328
0	0	6	15	32643.593750
0	0	16	16	24714.789063
0	0	17	17	25665.275391
0	0	17	18	32434.980469
0	0	6	19	35782.667969
1	0	0	0	11573.680664
1	0	0	1	23147.361328
1	6	6	2	28944.699219
1	3	3	3	26434.767578
1	0	0	4	27213.855469
1	6	6	5	24642.632813
1	6	6	6	18942.300781
1	6	6	7	28643.679688
1	0	0	8	32526.265625
1	6	6	9	26144.126953
1	6	6	10	26998.583984
1	6	6	11	32823.425781
1	6	6	12	36271.945313
1	6	6	13	35481.140625
1	6	6	14	33585.855469
1	6	6	15	34353.085938
1	0	16	16	36288.468750
1	6	17	17	35131.160156
1	6	6	18	37396.406250
1	6	6	19	37492.164063
2	0	0	0	18163.412109
2	6	6	1	28944.699219
2	6	6	2	20004.796875
2	3	3	3	19050.708984
2	6	6	4	24690.714844
2	6	6	5	15702.729492
2	6	6	6	10002.398438
2	6	6	7	19703.777344
2	6	6	8	25723.578125
2	6	6	9	17204.224609
2	6	6	10	18058.681641
2	6	6	11	23883.523438
2	6	6	12	27332.044922
2	6	6	13	26541.238281
2	6	6	14	24645.953125
2	6	6	15	25413.185547
2	6	16	16	31717.218750
2	6	17	17	26191.257813
2	6	6	18	28456.505859
2	6	6	19	28552.259766
3	3	0	0	27613.445313
3	3	3	1	26434.767578
3	3	3	2	19050.708984
3	3	3	3	0.000000
3	3	6	4	30952.535156
3	3	6	5	21964.550781
3	3	6	6	16264.218750
3	3	3	7	16710.349609
3	3	6	8	31985.398438
3	3	6	9	23466.044922
3	3	6	10	24320.501953
3	3	3	11	21074.068359
3	3	6	12	33593.867188
3	3	6	13	32803.058594
3	3	6	14	30907.773438
3	3	3	15	25973.289063
3	3	16	16	37868.148438
3	3	17	17	31249.792969
3	3	6	18	34718.328125
3	3	3	19	34468.824219
4	0	0	0	15640.175781
4	0	0	1	27213.855469
4	6	6	2	24690.714844
4	6	3	3	30952.535156
4	6	6	4	29376.630859
4	6	6	5	20388.646484
4	6	6	6	14688.315430
4	6	6	7	24389.695313
4	6	6	8	30409.496094
4	6	6	9	21890.140625
4	6	6	10	22744.597656
4	6	6	11	28569.439453
4	17	17	12	26095.203125
4	17	17	13	24185.859375
4	17	17	14	27761.507813
4	6	6	15	30099.101563
4	16	16	16	19019.167969
4	17	17	17	18583.425781
4	17	17	18	25353.128906
4	17	17	19	29706.306641
5	0	0	0	17506.423828
5	6	6	1	24642.632813
5	6	6	2	15702.729492
5	6	3	3	21964.550781
5	6	6	4	20388.646484
5	6	6	5	11400.662109
5	6	6	6	5700.331055
5	6	6	7	15401.710938
5	6	6	8	21421.511719
5	6	6	9	12902.157227
5	6	6	10	13756.613281
5	6	6	11	19581.455078
5	6	6	12	23029.976563
5	6	6	13	22239.171875
5	6	6	14	20343.884766
5	6	6	15	21111.117188
5	16	16	16	26912.255859
5	6	17	17	21889.189453
5	6	6	18	24154.437500
5	6	6	19	24250.191406
6	6	0	0	17232.806641
6	6	6	1	18942.300781
6	6	6	2	10002.398438
6	6	3	3	16264.218750
6	6	6	4	14688.315430
6	6	6	5	5700.331055
6	6	6	6	0.000000
6	6	6	7	9701.379883
6	6	6	8	15721.179688
6	6	6	9	7201.826172
6	6	6	10	8056.282715
6	6	6	11	13881.124023
6	6	6	12	17329.646484
6	6	6	13	16538.839844
6	6	6	14	14643.553711
6	6	6	15	15410.787109
6	6	16	16	21714.820313
6	6	17	17	16188.858398
6	6	6	18	18454.107422
6	6	6	19	18549.861328
7	6	0	0	26934.187500
7	6	6	1	28643.679688
7	6	6	2	19703.777344
7	3	3	3	16710.349609
7	6	6	4	24389.695313
7	6	6	5	15401.710938
7	6	6	6	9701.379883
7	6	6	7	19402.759766
7	6	6	8	25422.558594
7	6	6	9	16903.207031
7	6	6	10	17757.662109
7	6	6	11	23582.503906
7	6	6	12	27031.027344
7	6	6	13	26240.218750
7	6	6	14	24344.933594
7	6	6	15	25112.167969
7	6	16	16	31416.199219
7	17	17	17	25348.378906
7	6	6	18	28155.488281
7	6	6	19	28251.242188
8	0	0	0	20952.585938
8	0	0	1	32526.265625
8	6	6	2	25723.578125
8	6	3	3	31985.398438
8	6	6	4	30409.496094
8	6	6	5	21421.511719
8	6	6	6	15721.179688
8	6	6	7	25422.558594
8	17	17	8	26709.685547
8	6	6	9	22923.005859
8	6	6	10	23777.462891
8	6	6	11	29602.304688
8	17	17	12	20866.619141
8	17	17	13	18957.275391
8	17	17	14	22532.925781
8	6	6	15	31131.966797
8	16	16	16	14437.865234
8	17	17	17	13354.842773
8	17	17	18	20124.546875
8	17	17	19	24477.722656
9	6	0	0	24434.632813
9	6	6	1	26144.126953
9	6	6	2	17204.224609
9	6	3	3	23466.044922
9	6	6	4	21890.140625
9	6	6	5	12902.157227
9	6	6	6	7201.826172
9	6	6	7	16903.207031
9	6	6	8	22923.005859
9	6	6	9	14403.652344
9	6	6	10	15258.109375
9	6	6	11	21082.949219
9	17	17	12	21896.687500
9	17	17	13	19987.343750
9	6	6	14	21845.378906
9	6	6	15	22612.613281
9	16	16	16	22528.132813
9	17	17	17	14384.910156
9	17	17	18	21154.613281
9	17	17	19	25507.791016
10	6	0	0	25289.089844
10	6	6	1	26998.583984
10	6	6	2	18058.681641
10	6	3	3	24320.501953
10	6	6	4	22744.597656
10	6	6	5	13756.613281
10	6	6	6	8056.282715
10	6	6	7	17757.662109
10	6	6	8	23777.462891
10	6	6	9	15258.109375
10	6	6	10	16112.565430
10	6	6	11	21937.406250
10	17	17	12	24039.595703
10	17	17	13	22130.250000
10	6	6	14	22699.835938
10	6	6	15	23467.070313
10	17	16	16	25683.552734
10	17	17	17	16527.818359
10	17	17	18	23297.523438
10	6	6	19	26606.144531
11	6	0	0	31113.931641
11	6	6	1	32823.425781
11	6	6	2	23883.523438
11	3	3	3	21074.068359
11	6	6	4	28569.439453
11	6	6	5	19581.455078
11	6	6	6	13881.124023
11	6	6	7	23582.503906
11	6	6	8	29602.304688
11	6	6	9	21082.949219
11	6	6	10	21937.406250
11	6	6	11	27762.248047
11	17	17	12	31063.261719
11	17	17	13	29153.917969
11	6	6	14	28524.677734
11	6	6	15	29291.910156
11	17	16	16	32707.218750
11	17	17	17	23551.484375
11	17	17	18	30321.187500
11	6	6	19	32430.984375
12	0	0	0	26751.919922
12	6	6	1	36271.945313
12	6	6	2	27332.044922
12	6	3	3	33593.867188
12	17	17	4	26095.203125
12	6	6	5	23029.976563
12	6	6	6	17329.646484
12	6	6	7	27031.027344
12	17	17	8	20866.619141
12	17	17	9	21896.687500
12	17	17	10	24039.595703
12	17	17	11	31063.261719
12	17	17	12	15023.553711
12	17	17	13	13114.208984
12	17	17	14	16689.859375
12	17	17	15	27168.191406
12	16	16	16	11729.930664
12	17	17	17	7511.776855
12	17	17	18	14281.480469
12	17	17	19	18634.658203
13	17	0	0	31267.707031
13	6	6	1	35481.140625
13	6	6	2	26541.238281
13	6	3	3	32803.058594
13	17	17	4	24185.859375
13	6	6	5	22239.171875
13	6	6	6	16538.839844
13	6	6	7	26240.218750
13	17	17	8	18957.275391
13	17	17	9	19987.343750
13	17	17	10	22130.250000
13	17	17	11	29153.917969
13	17	17	12	13114.208984
13	17	17	13	11204.865234
13	17	17	14	14780.515625
13	17	17	15	25258.847656
13	17	16	16	14758.167969
13	17	17	17	5602.432617
13	17	17	18	12372.136719
13	17	17	19	16725.312500
14	6	0	0	31876.361328
14	6	6	1	33585.855469
14	6	6	2	24645.953125
14	6	3	3	30907.773438
14	17	17	4	27761.507813
14	6	6	5	20343.884766
14	6	6	6	14643.553711
14	6	6	7	24344.933594
14	17	17	8	22532.925781
14	6	6	9	21845.378906
14	6	6	10	22699.835938
14	6	6	11	28524.677734
14	17	17	12	16689.859375
14	17	17	13	14780.515625
14	17	17	14	18356.166016
14	17	17	15	28834.496094
14	17	16	16	18333.818359
14	17	17	17	9178.083008
14	17	17	18	15947.787109
14	17	17	19	20300.964844
15	6	0	0	32643.593750
15	6	6	1	34353.085938
15	6	6	2	25413.185547
15	3	3	3	25973.289063
15	6	6	4	30099.101563
15	6	6	5	21111.117188
15	6	6	6	15410.787109
15	6	6	7	25112.167969
15	6	6	8	31131.966797
15	6	6	9	22612.613281
15	6	6	10	23467.070313
15	6	6	11	29291.910156
15	17	17	12	27168.191406
15	17	17	13	25258.847656
15	17	17	14	28834.496094
15	6	6	15	30821.574219
15	17	16	16	28812.148438
15	17	17	17	19656.414063
15	17	17	18	26426.117188
15	17	17	19	30779.294922
16	16	0	0	24714.789063
16	16	0	1	36288.468750
16	16	6	2	31717.218750
16	16	3	3	37868.148438
16	16	16	4	19019.167969
16	16	16	5	26912.255859
16	16	6	6	21714.820313
16	16	6	7	31416.199219
16	16	16	8	14437.865234
16	16	16	9	22528.132813
16	16	17	10	25683.552734
16	16	17	11	32707.218750
16	16	16	12	11729.930664
16	16	17	13	14758.167969
16	16	17	14	18333.818359
16	16	17	15	28812.148438
16	16	16	16	0.000000
16	16	17	17	9155.734375
16	16	17	18	15925.439453
16	16	17	19	20278.615234
17	17	0	0	25665.275391
17	17	6	1	35131.160156
17	17	6	2	26191.257813
17	17	3	3	31249.792969
17	17	17	4	18583.425781
17	17	6	5	21889.189453
17	17	6	6	16188.858398
17	17	17	7	25348.378906
17	17	17	8	13354.842773
17	17	17	9	14384.910156
17	17	17	10	16527.818359
17	17	17	11	23551.484375
17	17	17	12	7511.776855
17	17	17	13	5602.432617
17	17	17	14	9178.083008
17	17	17	15	19656.414063
17	17	16	16	9155.734375
17	17	17	17	0.000000
17	17	17	18	6769.704102
17	17	17	19	11122.880859
18	17	0	0	32434.980469
18	6	6	1	37396.406250
18	6	6	2	28456.505859
18	6	3	3	34718.328125
18	17	17	4	25353.128906
18	6	6	5	24154.437500
18	6	6	6	18454.107422
18	6	6	7	28155.488281
18	17	17	8	20124.546875
18	17	17	9	21154.613281
18	17	17	10	23297.523438
18	17	17	11	30321.187500
18	17	17	12	14281.480469
18	17	17	13	12372.136719
18	17	17	14	15947.787109
18	17	17	15	26426.117188
18	17	16	16	15925.439453
18	17	17	17	6769.704102
18	17	17	18	13539.408203
18	17	17	19	17892.585938
19	6	0	0	35782.667969
19	6	6	1	37492.164063
19	6	6	2	28552.259766
19	3	3	3	34468.824219
19	17	17	4	29706.306641
19	6	6	5	24250.191406
19	6	6	6	18549.861328
19	6	6	7	28251.242188
19	17	17	8	24477.722656
19	17	17	9	25507.791016
19	6	6	10	26606.144531
19	6	6	11	32430.984375
19	17	17	12	18634.658203
19	17	17	13	16725.312500
19	17	17	14	20300.964844
19	17	17	15	30779.294922
19	17	16	16	20278.615234
19	17	17	17	11122.880859
19	17	17	18	17892.585938
19	17	17	19	22245.761719
n: 25	p: 2
FO:	60737.945313
HUBS:	[11, 2]
OR	H1	H2	DS	CUSTO
0	2	2	0	27843.449219
0	2	2	1	19217.767578
0	2	2	2	13921.724609
0	2	2	3	27596.644531
0	2	2	4	43299.175781
0	11	11	5	33405.519531
0	2	2	6	30898.517578
0	2	2	7	32272.806641
0	2	2	8	35123.218750
0	2	2	9	41228.046875
0	11	11	10	32302.640625
0	11	11	11	23357.291016
0	11	11	12	30722.250000
0	11	11	13	35869.750000
0	11	11	14	43705.578125
0	11	11	15	30803.568359
0	11	11	16	30657.234375
0	11	11	17	32921.820313
0	11	11	18	33425.785156
0	11	11	19	42020.703125
0	11	11	20	45966.242188
0	11	11	21	36788.066406
0	11	11	22	34660.371094
0	11	11	23	36635.078125
0	11	11	24	38691.750000
1	2	2	0	19217.767578
1	2	2	1	10592.084961
1	2	2	2	5296.042480
1	2	2	3	18970.960938
1	2	2	4	34673.492188
1	2	2	5	28018.376953
1	2	2	6	22272.835938
1	2	2	7	23647.125000
1	2	2	8	26497.537109
1	2	2	9	32602.365234
1	11	11	10	29989.669922
1	11	11	11	21044.320313
1	11	11	12	28409.277344
1	2	2	13	33235.480469
1	2	2	14	37590.480469
1	11	11	15	28490.597656
1	11	11	16	28344.263672
1	11	11	17	30608.851563
1	11	11	18	31112.816406
1	11	11	19	39707.730469
1	11	11	20	43653.273438
1	11	11	21	34475.093750
1	11	11	22	32347.398438
1	11	11	23	34322.109375
1	11	11	24	36378.777344
2	2	2	0	13921.724609
2	2	2	1	5296.042480
2	2	2	2	0.000000
2	2	2	3	13674.918945
2	2	2	4	29377.451172
2	2	2	5	22722.333984
2	2	2	6	16976.792969
2	2	2	7	18351.082031
2	2	2	8	21201.494141
2	2	2	9	27306.322266
2	2	2	10	27373.955078
2	2	11	11	19324.988281
2	2	2	12	25917.656250
2	2	2	13	27939.439453
2	2	2	14	32294.439453
2	2	11	15	26771.265625
2	2	11	16	26624.929688
2	2	11	17	28889.519531
2	2	11	18	29393.482422
2	2	2	19	34700.992188
2	2	11	20	41933.937500
2	2	11	21	32755.761719
2	2	11	22	30628.066406
2	2	11	23	32602.775391
2	2	11	24	34659.445313
3	2	2	0	27596.644531
3	2	2	1	18970.960938
3	2	2	2	13674.918945
3	2	2	3	27349.837891
3	2	2	4	43052.371094
3	11	11	5	30482.386719
3	11	11	6	29255.921875
3	11	11	7	30015.714844
3	11	11	8	33650.371094
3	11	11	9	40506.796875
3	11	11	10	29379.505859
3	11	11	11	20434.156250
3	11	11	12	27799.113281
3	11	11	13	32946.617188
3	11	11	14	40782.445313
3	11	11	15	27880.433594
3	11	11	16	27734.099609
3	11	11	17	29998.687500
3	11	11	18	30502.652344
3	11	11	19	39097.566406
3	11	11	20	43043.109375
3	11	11	21	33864.929688
3	11	11	22	31737.234375
3	11	11	23	33711.945313
3	11	11	24	35768.613281
4	2	2	0	43299.175781
4	2	2	1	34673.492188
4	2	2	2	29377.451172
4	2	2	3	43052.371094
4	2	2	4	58754.902344
4	11	11	5	48177.226563
4	2	2	6	46354.242188
4	11	11	7	47710.554688
4	2	2	8	50578.945313
4	2	2	9	56683.773438
